Cust_ID,Buy_product,Name,Newsletter_Subscription,Year_Birth,Membership,Preferred_Game_Genre,FidelityPoints,S1_GameplayExperience,S2_GameMechanics,S3_GameBalance,S4_GameLength,S5_MaterialQuality,S6_ValueForPrice,S7_Artwork_Design,S8_ThemeIntegration,S9_PlayerIteration,S10_LevelAdjust,S11_RuleClarity,S12_StrategicThinking,S13_ReplayValue,S14_Recommendation
13370,1,Mr. Tyler Terry,yes,1991.0,Premium,Strategy,1985,3,3,3,3,4,5,4,4,4,4,5,3,4,4
13371,1,Ms. Carrie Gillespie,yes,1964.0,Premium,Strategy,4755,0,0,0,5,2,5,4,4,4,2,2,3,4,4
13372,1,Ms. Sue Johnson,no,1955.0,Premium,Strategy,5454,4,4,4,4,3,4,5,3,5,3,5,4,4,3
13373,0,Mr. Steven Hernandez,yes,1959.0,Non-Premium,Party,2913,2,4,2,1,3,2,3,3,3,4,4,5,4,3
13374,1,Ms. Ashley Jordan,yes,1984.0,Non-Premium,Thematic,4329,4,4,4,4,5,4,4,4,4,4,4,5,4,3
13375,0,Mr. Michael Lane,yes,1996.0,Premium,Strategy,2741,2,4,4,4,3,2,2,4,4,2,3,2,3,2
13376,0,Mr. Michael Odonnell,yes,1963.0,Non-Premium,Party,6010,3,4,3,4,1,3,1,1,3,4,5,3,5,1
13377,1,Ms. Carla Ferrell,yes,1967.0,Premium,Strategy,5247,2,2,2,2,5,5,5,5,5,5,5,4,5,3
13378,0,Ms. Jessica Jones,yes,1986.0,Non-Premium,Party,4695,4,4,4,3,2,4,4,2,5,4,4,4,5,2
13379,0,Mr. Michael Carter,yes,1985.0,Non-Premium,Party,4753,3,0,3,4,3,5,5,3,5,4,5,5,3,5
13380,1,Mr. Kyle Henson,yes,1965.0,Premium,Strategy,5083,1,1,1,1,4,4,4,5,5,5,5,3,5,3
13381,1,Ms. Bonnie Stewart,yes,1974.0,Non-Premium,Party,6039,5,4,5,3,5,5,5,2,2,4,2,3,2,4
13382,1,Ms. Jennifer Mccoy,yes,1965.0,Premium,Strategy,6404,1,1,1,1,3,5,5,2,2,2,2,3,2,5
13383,1,Mr. Thomas Cox,yes,1978.0,Premium,Party,5524,3,5,5,5,4,3,4,4,2,1,5,1,1,4
13384,0,Mr. Arthur Barber,yes,1983.0,Premium,Thematic,4884,4,5,1,1,4,3,4,4,1,5,3,1,2,4
13385,0,Mr. Thomas Patel,yes,1990.0,Premium,Party,4018,2,3,3,3,2,3,2,2,2,4,3,2,4,2
13386,0,Ms. Pamela Nelson,yes,1965.0,Premium,Strategy,6500,1,4,4,4,1,4,4,1,1,1,1,3,1,4
13387,1,Ms. Brittney Heath,yes,2009.0,Non-Premium,Party,4020,0,0,0,4,3,4,5,4,4,4,4,5,4,3
13388,1,Ms. Lauren Rivers,yes,1960.0,Non-Premium,Party,6920,0,0,0,1,2,4,4,3,3,3,3,4,3,3
13389,0,Mr. Kevin Adkins,no,1996.0,Premium,Party,4405,2,1,1,1,2,2,2,2,3,3,2,5,1,2
13390,0,Mr. Gregory Clark,yes,1995.0,Non-Premium,Party,5813,2,5,2,5,4,2,4,4,4,3,5,5,5,4
13391,1,Mr. Casey Vasquez,yes,1990.0,Premium,Strategy,2733,4,4,4,4,4,4,4,4,3,4,4,4,5,4
13392,1,Ms. Krystal Reyes,yes,1963.0,Premium,Strategy,6936,4,4,4,4,1,1,4,4,4,4,4,4,4,3
13393,0,Mr. Grant Gibson,yes,2011.0,Premium,Strategy,3616,3,2,2,2,3,3,3,3,4,3,3,1,4,3
13394,1,Mr. Robert Snyder,yes,1978.0,Non-Premium,Party,4592,4,3,2,3,5,2,5,5,4,1,3,3,4,5
13395,0,Mr. Christopher Gilmore,yes,1971.0,Non-Premium,Party,3830,3,1,3,4,4,3,5,4,1,1,3,4,4,4
13396,1,Mr. Daniel Juarez,yes,1981.0,Premium,Strategy,6763,2,2,2,2,3,4,5,4,4,4,5,4,4,3
13397,0,Ms. Amber Hamilton,yes,1975.0,Premium,Thematic,4967,3,1,1,1,1,3,3,3,3,3,3,2,3,4
13398,0,Mr. Douglas Donovan,yes,1995.0,Premium,Strategy,4632,3,1,3,3,3,3,3,3,4,2,2,1,3,3
13399,0,Ms. Andrea Miller,no,1994.0,Premium,Party,4676,3,3,3,4,3,3,3,3,2,5,3,4,3,3
13400,0,Ms. Kristine Bowman,yes,1979.0,Premium,Party,6313,2,4,4,4,4,3,4,2,2,2,2,2,2,1
13401,0,Ms. Elizabeth Jordan,yes,,Non-Premium,Party,4925,4,4,4,5,1,4,1,1,3,3,4,3,4,1
13402,0,Mr. Michael Martinez,yes,1959.0,Non-Premium,Strategy,6089,3,4,3,3,1,4,4,5,5,3,5,2,5,4
13403,0,Mr. Andrew Waters,yes,1967.0,Non-Premium,Party,4979,1,5,0,2,1,0,1,1,5,5,4,5,4,1
13404,1,Mr. Jason Mason,yes,1971.0,Premium,Strategy,5432,5,5,5,5,4,4,4,5,5,5,5,3,5,4
13405,1,Ms. Margaret Hardy,yes,1977.0,Premium,Strategy,5150,3,3,3,3,3,4,5,5,5,5,5,3,5,4
13406,0,Mr. Kevin Hunter,yes,1984.0,Premium,Strategy,4755,4,1,1,1,2,3,3,4,4,3,4,1,4,1
13407,1,Ms. Julie French,yes,1988.0,Premium,Strategy,4158,3,3,3,3,2,5,4,4,4,4,4,5,4,3
13408,1,Ms. Pamela Edwards,no,1983.0,Premium,Strategy,4537,4,4,4,3,3,4,3,3,5,2,4,3,4,3
13409,1,Ms. Tracy Anderson,yes,1995.0,Non-Premium,Party,5125,4,5,4,5,1,4,1,1,5,4,5,5,4,1
13410,1,Ms. Tammy Mendez,yes,1999.0,Premium,Strategy,3326,3,3,3,3,5,5,5,5,5,2,4,3,5,5
13411,1,Ms. Frances Wiggins,y,1985.0,Non-Premium,Party,5171,5,2,2,2,5,5,5,5,5,2,4,4,5,5
13412,1,Mr. James Harding,yes,1968.0,Premium,Party,4830,5,5,5,5,5,5,5,5,2,4,1,3,1,5
13413,0,Mr. Joshua Mosley,yes,1990.0,Premium,Strategy,4135,1,5,5,5,1,1,1,1,3,4,4,1,4,1
13414,1,Ms. Felicia Mcdaniel,yes,2009.0,Non-Premium,Party,4217,2,2,2,2,2,3,5,5,5,5,5,4,5,2
13415,0,Mr. Carlos Walker,no,1996.0,Premium,Party,5114,1,1,1,3,2,1,1,2,3,3,3,2,3,2
13416,0,Ms. Miranda Martin,yes,1976.0,Premium,Party,6712,1,5,5,5,5,4,3,1,1,1,1,1,1,2
13417,1,Ms. Jessica Martinez,yes,1992.0,Non-Premium,Party,5208,0,0,0,3,3,4,4,4,4,4,4,4,4,3
13418,1,Mr. John Garza,yes,1982.0,Premium,Strategy,4562,5,5,5,5,5,3,4,4,4,4,4,4,4,5
13419,1,Ms. Abigail Thompson,yes,1991.0,Premium,Strategy,3240,4,4,4,4,4,4,4,4,4,5,4,3,5,4
13420,0,Mr. Trevor Davis,yes,1994.0,Non-Premium,Party,4004,2,2,2,3,4,2,4,4,2,5,3,1,3,4
13421,0,Ms. Nicole Taylor,no,1989.0,Premium,Party,5657,3,3,3,4,3,3,3,3,3,5,4,1,4,3
13422,0,Mr. Phillip Kelley,no,1979.0,Premium,Party,5121,3,3,3,3,3,3,3,3,1,3,3,2,3,3
13423,1,Ms. Kelsey Guerrero,yes,1975.0,Non-Premium,Party,6618,5,3,3,3,5,5,5,5,1,2,3,5,5,5
13424,0,Ms. Katie Carroll,yes,1944.0,Premium,Party,6311,4,3,3,3,5,3,3,3,3,4,3,1,3,2
13425,1,Mr. Alan Castillo,yes,1978.0,Non-Premium,Party,5319,4,5,4,5,4,4,4,4,1,5,3,3,1,4
13426,1,Ms. Mary Holmes,yes,1969.0,Premium,Strategy,4829,5,5,5,5,4,5,5,3,3,3,3,4,3,4
13427,0,Mr. Stephen Mejia,no,1995.0,Premium,Strategy,5266,1,1,1,3,2,1,2,2,5,4,4,3,4,2
13428,0,Mr. Matthew Johnson,yes,1975.0,Non-Premium,Party,5162,1,4,1,2,3,1,1,3,1,1,2,3,5,3
13429,0,Ms. Kristina Boyer,yes,1994.0,Non-Premium,Party,3101,3,5,3,4,3,5,5,4,3,4,5,5,4,5
13430,0,Mr. Eric Atkinson,yes,1965.0,Premium,Strategy,3798,1,1,1,1,3,3,4,1,1,1,1,2,1,1
13431,0,Mr. Jeffrey Warren,no,1991.0,Premium,Party,5652,3,3,3,3,1,3,5,1,4,4,3,4,3,1
13432,0,Ms. Alicia Ray,no,1987.0,Premium,Strategy,4821,2,2,2,4,3,2,2,3,3,5,4,5,5,3
13433,1,Mr. Sergio Preston,no,1998.0,Premium,Strategy,5176,4,0,4,4,3,4,3,3,5,3,4,5,4,3
13434,0,Mr. Ruben Bowers,yes,1961.0,Premium,Party,5720,3,4,4,4,3,3,3,3,2,2,4,2,4,3
13435,0,Mr. Eric Payne,yes,1965.0,Non-Premium,Party,5508,1,4,1,3,5,1,3,5,3,2,5,4,5,5
13436,0,Mr. Jared Coleman,no,1997.0,Premium,Party,4751,1,1,1,4,2,1,2,2,2,1,4,5,1,2
13437,1,Mr. Michael Shannon,no,1999.0,Premium,Party,4877,4,0,3,4,2,3,2,2,4,5,5,5,5,2
13438,1,Ms. Holly Mccormick,yes,1969.0,Premium,Party,6556,2,2,2,2,4,1,3,2,2,2,2,1,2,2
13439,1,Ms. Mary Cochran,yes,1992.0,Premium,Strategy,5637,2,2,2,2,3,3,3,3,4,2,5,5,5,3
13440,1,Ms. Andrea Collier,yes,1961.0,Non-Premium,Party,6022,4,2,2,2,4,4,5,4,3,1,5,3,2,4
13441,1,Ms. Morgan White,yes,1977.0,Premium,Strategy,5001,1,1,3,1,5,4,5,2,2,3,2,4,2,4
13442,1,Ms. Norma Lowery,yes,1963.0,Non-Premium,Party,6369,0,0,0,5,5,1,1,1,1,1,1,4,1,3
13443,1,Mr. Evan Jackson,yes,1967.0,Premium,Strategy,5511,4,4,4,4,3,5,4,4,4,4,4,3,4,3
13444,1,Ms. Wendy Miller,yes,1964.0,Premium,Strategy,5058,5,5,5,5,5,5,5,5,5,4,5,4,5,4
13445,1,Mr. Russell Ewing,yes,1961.0,Premium,Party,4229,5,1,1,1,5,5,5,5,3,3,5,4,2,5
13446,1,Ms. Whitney Sparks,yes,1987.0,Premium,Strategy,4573,3,3,3,3,2,5,4,2,2,2,2,5,2,5
13447,1,Mr. Carl Price,yes,1978.0,Premium,Strategy,5482,3,3,3,3,4,4,5,5,5,5,5,5,5,5
13448,1,Mr. Christopher Sanchez,yes,1975.0,Premium,Strategy,6660,5,4,5,5,2,4,5,5,5,5,5,4,5,4
13449,1,Ms. Andrea Bruce,no,1993.0,Premium,Strategy,4422,4,4,4,2,4,4,4,4,4,4,5,3,4,4
13450,0,Ms. Kristen Knapp,no,1989.0,Premium,Party,5339,3,1,3,4,2,3,2,2,3,4,3,4,4,2
13451,1,Ms. Nancy Kelley,yes,1980.0,Non-Premium,Party,5659,2,2,2,2,2,5,4,4,4,4,4,3,4,3
13452,1,Ms. Danielle Fleming,no,1994.0,Premium,Strategy,4146,5,5,5,3,4,5,4,4,3,3,5,4,4,4
13453,1,Ms. Brandi Wallace,no,1994.0,Premium,Strategy,5203,5,5,5,4,2,5,2,2,4,2,4,5,4,2
13454,1,Ms. Sarah Wright,yes,1979.0,Non-Premium,Party,6704,4,5,4,4,2,4,2,2,3,4,4,2,4,2
13455,0,Mr. Michael Davis,no,2001.0,Premium,Party,4721,3,0,3,2,3,3,3,3,5,3,3,3,5,3
13456,0,Mr. Craig Fernandez,no,2001.0,Premium,Party,5032,2,0,2,3,1,2,1,1,5,2,3,1,5,1
13457,1,Mr. Brent Reynolds,yes,1967.0,Premium,Strategy,4086,5,5,4,5,4,4,5,5,5,5,5,4,5,4
13458,0,Ms. Kristi Rodriguez,yes,1991.0,Non-Premium,Party,5813,4,4,4,4,3,4,3,3,1,1,3,1,2,3
13459,1,Ms. Melissa Newton,yes,1980.0,Premium,Strategy,5863,1,1,1,1,2,5,4,2,2,2,2,5,2,4
13460,0,Mr. Elijah Green,yes,,Non-Premium,Party,5407,2,4,2,3,1,2,1,1,5,4,5,5,4,1
13461,0,Mr. Alexander Barrera,yes,1993.0,Non-Premium,Party,4485,3,5,3,5,2,3,3,2,4,4,4,5,4,2
13462,1,Ms. Emma Booth,y,1964.0,Non-Premium,Party,6153,5,5,5,5,5,5,5,5,5,2,1,1,5,5
13463,1,Ms. Summer Bryant,yes,1986.0,Premium,Strategy,5339,3,4,3,3,5,4,5,4,4,4,4,5,4,4
13464,0,Mr. Tyler Wu,yes,1985.0,Premium,Strategy,3776,3,2,2,2,2,2,2,3,3,3,3,3,3,2
13465,0,Ms. Courtney Nguyen,y,1997.0,Premium,Strategy,3299,2,5,5,5,2,2,2,2,2,3,3,1,3,2
13466,0,Ms. Karen Lopez,yes,1980.0,Premium,Party,4146,4,1,1,1,5,4,5,5,2,2,3,2,4,5
13467,0,Mr. Thomas Collins,yes,1978.0,Non-Premium,Party,5057,2,5,2,4,3,2,3,3,4,4,5,3,4,3
13468,0,Ms. Paula Martin,no,1947.0,Premium,Party,5300,2,1,3,4,5,3,5,5,1,5,4,2,3,5
13469,1,Mr. Daniel Carpenter,no,1995.0,Premium,Strategy,4050,5,5,5,1,3,0,3,3,3,2,4,4,5,3
13470,0,Mr. Francisco Phillips,yes,1994.0,Premium,Strategy,5260,1,2,2,2,1,1,1,1,4,5,4,4,3,1
13471,0,Ms. Abigail Myers,yes,1983.0,Non-Premium,Party,3587,2,3,1,2,1,5,5,3,4,5,5,5,4,5
13472,1,Ms. Linda Evans,yes,1983.0,Premium,Thematic,4793,5,4,4,4,5,5,5,5,4,3,5,4,5,5
13473,1,Ms. Melissa Watson,no,1995.0,Premium,Strategy,5110,5,5,5,5,3,5,3,3,4,4,4,3,5,3
13474,1,Ms. Andrea Campbell,yes,2000.0,Non-Premium,Thematic,4573,2,2,2,2,1,2,1,4,4,4,4,3,4,2
13475,0,Mr. Mark Montgomery,yes,1985.0,Premium,Strategy,6745,2,4,4,4,1,4,4,2,2,2,2,2,2,1
13476,0,Mr. Joseph Robertson,yes,1980.0,Non-Premium,Party,5407,3,4,3,4,2,3,3,2,1,5,3,2,4,2
13477,0,Mr. Henry Edwards,yes,2002.0,Premium,Strategy,3839,2,1,2,1,2,2,2,2,3,4,1,4,2,2
13478,1,Mr. Stephen Wilson,yes,1993.0,Premium,Strategy,5025,3,3,3,3,2,2,2,2,4,2,4,4,5,2
13479,0,Ms. Brandi Hammond,no,2001.0,Premium,Party,4676,3,3,3,2,3,3,3,3,4,4,4,5,5,3
13480,1,Mr. Christopher Olson,yes,1981.0,Non-Premium,Thematic,5774,5,2,0,4,1,0,1,1,4,5,3,3,3,1
13481,0,Mr. Michael Mcintyre,yes,1960.0,Non-Premium,Party,5043,2,5,2,2,2,3,3,5,4,5,5,3,1,3
13482,0,Ms. Denise Allison,yes,1983.0,Non-Premium,Party,5041,4,0,4,3,2,4,2,2,4,2,4,3,4,2
13483,0,Mr. David Miller,yes,1997.0,Non-Premium,Party,4784,4,4,4,3,5,4,2,5,5,1,5,5,4,5
13484,1,Ms. Sandra Montgomery,yes,2001.0,Non-Premium,Party,5575,5,5,5,3,3,5,3,3,3,3,4,5,5,3
13485,0,Ms. Barbara Simpson,yes,1968.0,Non-Premium,Party,6638,4,5,3,4,5,1,5,2,2,3,2,4,2,4
13486,0,Mr. Charles Copeland,yes,2005.0,Non-Premium,Party,5855,2,4,2,1,1,2,1,1,3,3,4,4,4,1
13487,0,Mr. Alexander Kelly,no,1997.0,Premium,Party,4861,4,0,3,5,5,3,2,5,3,3,5,5,5,5
13488,1,Ms. Donna Garcia,yes,1993.0,Premium,Strategy,2429,1,1,3,1,4,4,4,4,1,1,1,5,5,4
13489,1,Ms. Debbie Gregory,yes,1971.0,Non-Premium,Party,5871,4,4,4,4,2,4,4,5,5,5,5,3,5,4
13490,0,Mr. Paul Henderson,no,1966.0,Premium,Party,6009,1,1,2,2,1,2,1,1,3,2,1,2,1,1
13491,1,Mr. Shane Foster,yes,1986.0,Premium,Strategy,5251,1,1,1,1,3,4,5,5,5,5,5,5,5,5
13492,0,Mr. John Williams,yes,1996.0,Non-Premium,Party,4683,2,3,2,3,5,2,5,5,4,2,3,2,3,5
13493,0,Ms. Annette Sexton DVM,yes,1999.0,Non-Premium,Party,5062,4,3,4,3,2,4,2,2,1,4,3,1,3,2
13494,0,Mr. Hector Mullen,yes,1961.0,Premium,Party,5812,3,2,4,2,3,3,3,3,2,5,3,4,4,3
13495,0,Mr. Daniel Ruiz,yes,1998.0,Non-Premium,Party,5214,4,4,4,2,3,4,3,3,4,5,2,5,3,3
13496,1,Mr. Corey Harrington,yes,1974.0,Premium,Strategy,6175,3,3,3,3,2,5,5,4,4,4,4,5,4,3
13497,0,Mr. Allen Gonzalez,yes,1984.0,Non-Premium,Party,5180,1,2,1,3,5,1,5,5,2,2,3,1,4,5
13498,0,Mr. Dustin Mclaughlin,no,2001.0,Premium,Party,5044,1,2,1,4,2,1,2,2,2,2,3,3,4,2
13499,0,Mr. Ricky Thompson,no,1998.0,Premium,Party,5884,1,3,0,5,5,0,5,5,3,1,5,2,2,5
13500,0,Mr. Nicholas Hill,yes,1984.0,Premium,Strategy,6854,2,4,4,4,3,3,3,3,3,3,2,2,3,4
13501,0,Mr. Joseph Brandt,yes,1991.0,Premium,Strategy,3300,3,3,3,3,3,3,3,3,4,5,3,3,4,3
13502,1,Ms. Linda Love,no,1992.0,Premium,Strategy,4167,5,5,5,2,2,5,2,2,4,4,4,4,5,2
13503,1,Ms. Kari Mcconnell,yes,1960.0,Non-Premium,Party,5655,3,3,3,3,2,4,5,4,4,4,4,5,4,4
13504,1,Ms. Miss Raven Simpson MD,yes,1988.0,Premium,Strategy,4758,2,2,2,2,5,4,5,5,5,5,5,3,5,5
13505,0,Mr. Russell Smith,yes,1963.0,Premium,Strategy,5415,2,3,3,3,2,2,1,2,2,2,2,1,2,1
13506,0,Mr. Mathew Salinas,yes,1963.0,Non-Premium,Party,4762,3,4,3,3,2,3,2,2,4,2,3,2,3,2
13507,1,Ms. Shirley Kennedy,yes,1957.0,Premium,Strategy,5458,3,3,3,3,5,4,5,4,4,4,4,1,4,3
13508,0,Ms. Elizabeth Price,no,,Premium,Party,4184,2,3,3,3,5,3,1,5,5,2,5,1,3,5
13509,1,Mr. Eric Saunders,yes,1976.0,Premium,Strategy,4940,5,5,5,5,1,3,5,4,4,4,4,4,4,1
13510,1,Ms. Patricia Johnson,no,1981.0,Premium,Strategy,5372,4,4,4,3,4,4,5,4,4,2,5,5,4,4
13511,0,Mr. John Moody,yes,1984.0,Non-Premium,Party,5255,4,5,4,3,2,4,5,2,3,4,5,4,4,2
13512,1,Ms. Michelle Johnson,yes,2007.0,Premium,Strategy,4344,2,2,2,2,3,3,3,3,1,1,3,4,3,3
13513,0,Mr. Grant Fisher,no,1979.0,Premium,Strategy,5038,2,3,3,3,5,2,5,5,4,4,4,5,4,5
13514,0,Ms. Priscilla Castillo,no,1996.0,Premium,Party,5085,4,2,4,2,3,4,1,3,3,1,3,3,2,3
13515,0,Mr. Jeremy Roberts,yes,2008.0,Non-Premium,Strategy,4907,1,3,1,3,4,1,4,4,3,3,3,1,3,4
13516,1,Ms. Jennifer Wise,yes,1986.0,Non-Premium,Party,4252,1,1,1,1,3,5,4,2,2,2,2,2,2,3
13517,0,Mr. Robert Rodriguez,yes,1990.0,Non-Premium,Party,5844,3,5,3,1,5,3,5,5,3,2,5,4,4,5
13518,1,Ms. Kathleen Nash,yes,2002.0,Premium,Strategy,3213,5,5,5,5,3,4,3,3,5,3,3,1,2,3
13519,1,Mr. Ryan Wood,yes,1991.0,Premium,Strategy,3727,4,4,4,4,3,3,3,3,4,3,4,4,5,3
13520,1,Mr. Corey Morgan,yes,1958.0,Premium,Strategy,5399,1,1,5,1,2,4,5,4,4,5,4,5,4,4
13521,0,Mr. Thomas Murray,yes,1961.0,Non-Premium,Party,5422,2,1,2,3,5,2,5,5,1,3,4,4,4,5
13522,0,Ms. Michele Henderson,no,1988.0,Premium,Strategy,5338,4,4,4,4,4,4,4,4,5,2,5,5,5,4
13523,0,Mr. David Lane,no,1994.0,Premium,Strategy,5202,1,1,1,4,4,1,4,4,5,5,2,5,5,4
13524,1,Mr. Chris Little,yes,1993.0,Premium,Strategy,5030,4,4,2,4,5,5,5,5,4,4,5,4,4,5
13525,1,Ms. Katherine Smith,yes,1974.0,Non-Premium,Party,6114,3,3,3,3,5,4,4,5,5,5,5,3,5,4
13526,0,Mr. Christopher Gonzalez,yes,1962.0,Premium,Thematic,3868,2,4,5,4,1,2,1,1,2,4,2,4,4,1
13527,0,Mr. Brad Clements,yes,1963.0,Non-Premium,Party,2725,2,1,2,3,4,2,4,4,2,4,3,2,2,4
13528,1,Ms. Rebecca Fuentes,yes,1977.0,Premium,Strategy,3520,2,2,2,2,4,4,5,4,4,5,4,3,4,5
13529,0,Mr. Aaron Dawson,yes,2003.0,Non-Premium,Party,5537,1,4,1,3,3,1,3,3,5,4,4,5,4,3
13530,0,Ms. Deborah Hatfield,no,1994.0,Premium,Party,5248,4,4,4,3,3,4,3,3,4,1,4,4,4,3
13531,1,Ms. Brenda Little DVM,yes,1962.0,Premium,Strategy,4950,3,3,3,3,3,4,2,4,4,4,4,5,4,3
13532,1,Ms. Alyssa Anderson,yes,1967.0,Premium,Strategy,4350,1,1,1,1,5,5,5,3,2,3,5,5,5,5
13533,1,Mr. David Lee,yes,1979.0,Premium,Strategy,3230,2,2,2,2,2,4,4,3,3,4,3,4,3,4
13534,1,Ms. Kari Green,yes,1969.0,Non-Premium,Party,6672,5,5,5,5,3,5,5,5,5,4,5,4,5,3
13535,0,Ms. Holly Martin,no,1992.0,Premium,Party,5106,4,3,4,4,4,5,5,3,5,4,3,5,4,5
13536,0,Mr. Benjamin Jacobs,yes,2008.0,Non-Premium,Party,5422,3,5,0,4,1,0,1,1,3,4,4,5,4,1
13537,0,Mr. Michael Clark,yes,1976.0,Premium,Party,3934,1,5,5,5,2,1,2,2,3,3,4,2,4,2
13538,1,Mr. David Jennings,yes,1989.0,Non-Premium,Party,5448,5,3,5,5,2,5,1,2,5,4,5,3,5,2
13539,0,Ms. Whitney Gomez,no,1978.0,Premium,Party,4425,3,2,2,3,5,3,5,5,4,4,3,4,4,5
13540,1,Ms. Kimberly Evans,yes,1999.0,Premium,Strategy,3183,4,4,4,4,5,5,5,5,4,2,4,3,5,5
13541,0,Ms. Shelly Gamble,yes,1977.0,Non-Premium,Party,6683,4,4,3,3,1,3,3,3,3,3,3,1,3,4
13542,1,Ms. Ashley Petersen,no,1969.0,Premium,Party,4761,5,5,5,4,3,5,5,3,5,2,3,5,1,3
13543,1,Ms. Jennifer Terry,yes,1999.0,Non-Premium,Party,5049,3,3,3,3,2,4,4,2,2,2,2,5,2,4
13544,1,Ms. Frances Wilson,y,1980.0,Non-Premium,Party,4919,2,2,2,2,4,5,4,5,5,4,5,5,5,3
13545,0,Mr. Aaron James,no,1998.0,Premium,Party,5747,3,0,3,4,5,3,5,5,2,1,5,2,4,5
13546,1,Mr. Nathan Maddox,yes,1970.0,Premium,Strategy,4744,3,3,3,3,4,4,5,4,4,4,4,3,4,5
13547,1,Ms. Toni Banks,yes,1989.0,Premium,Party,5638,4,2,2,2,4,4,4,4,4,4,3,1,1,4
13548,1,Mr. Arthur Diaz,yes,1970.0,Premium,Strategy,3507,4,4,4,4,4,5,4,4,4,4,4,5,4,5
13549,0,Ms. Allison Romero,yes,1984.0,Premium,Strategy,4492,1,3,3,3,3,3,4,1,1,2,1,3,1,1
13550,1,Ms. Virginia Salinas,yes,1974.0,Non-Premium,Party,6691,1,1,1,1,4,5,4,4,4,4,4,3,4,4
13551,1,Ms. Rachel Rojas DVM,yes,2010.0,Non-Premium,Party,3461,2,2,2,2,4,4,5,4,4,4,4,3,4,4
13552,0,Mr. Ronald Smith,yes,2004.0,Premium,Thematic,4908,1,2,2,2,1,1,1,1,2,4,3,3,4,1
13553,0,Ms. Alexandra Weber,no,1992.0,Premium,Party,5184,1,0,1,5,2,1,2,2,3,1,3,1,1,2
13554,0,Ms. Amanda Miller,yes,1997.0,Premium,Party,4523,4,4,4,4,4,4,1,4,2,2,4,2,4,4
13555,0,Ms. Jessica Schmidt,yes,1993.0,Non-Premium,Party,5929,4,4,0,4,4,0,4,4,3,3,5,4,4,4
13556,1,Ms. Heather Macdonald,yes,1970.0,Premium,Strategy,5182,5,4,5,5,5,5,5,5,5,4,5,5,5,5
13557,0,Mr. Dennis Simpson,yes,2008.0,Non-Premium,Strategy,3347,1,5,1,1,1,1,1,1,4,4,5,3,1,1
13558,0,Mr. Eric Cabrera,yes,1994.0,Premium,Strategy,4366,1,3,3,3,2,2,1,2,4,2,3,4,3,2
13559,0,Ms. Mrs. Anna Johns MD,no,1986.0,Premium,Party,5038,4,2,4,4,1,4,1,1,4,5,3,3,4,1
13560,1,Ms. Tracy Chavez,yes,1989.0,Non-Premium,Party,5113,3,4,3,3,5,4,5,4,4,4,4,5,4,4
13561,1,Mr. Richard Lewis,yes,1996.0,Premium,Strategy,4794,5,5,5,5,4,4,4,4,4,5,4,4,5,4
13562,0,Mr. George Conrad,yes,2011.0,Non-Premium,Party,5470,2,4,2,4,3,2,3,3,3,5,4,4,5,3
13563,1,Ms. Barbara Barber,yes,1959.0,Non-Premium,Party,5438,5,5,3,5,3,4,5,5,5,5,5,3,5,5
13564,0,Mr. Paul Cruz,yes,2004.0,Non-Premium,Party,5499,1,5,1,3,3,1,3,3,3,4,5,3,4,3
13565,1,Mr. Tommy Reed,yes,1991.0,Non-Premium,Thematic,5356,4,0,4,1,2,4,2,2,4,3,4,3,4,2
13566,0,Mr. Michael Rogers,yes,2010.0,Non-Premium,Party,5295,2,4,2,3,3,2,3,3,4,1,4,4,3,3
13567,1,Ms. Kathleen House,yes,1961.0,Non-Premium,Party,6021,4,5,5,5,1,3,1,4,4,4,4,1,4,4
13568,1,Ms. Danielle Martin,yes,1970.0,Non-Premium,Party,6367,4,4,4,4,3,4,4,1,1,4,1,4,1,3
13569,0,Ms. Linda Reilly,no,1991.0,Premium,Strategy,5248,2,2,2,4,1,2,1,1,4,2,5,4,4,1
13570,1,Ms. Kelsey Powell,yes,1989.0,Premium,Strategy,4600,3,3,3,3,4,4,4,4,2,4,4,3,5,4
13571,0,Ms. Amanda Alexander,yes,1999.0,Non-Premium,Party,4972,4,3,4,3,2,4,2,2,4,1,4,2,3,2
13572,0,Ms. Olivia Rodriguez,no,1998.0,Premium,Party,3301,1,2,2,2,1,2,2,2,2,1,3,2,2,2
13573,1,Ms. Joanna Newman,yes,1998.0,Non-Premium,Thematic,5422,5,4,4,4,1,5,2,5,5,5,5,5,5,1
13574,1,Ms. Courtney Peters,y,1971.0,Premium,Party,6680,4,5,5,5,1,4,1,4,4,4,4,2,4,1
13575,1,Ms. Monica Johnson,yes,1964.0,Premium,Strategy,4942,5,5,4,5,2,2,5,4,4,4,3,1,4,2
13576,0,Mr. Christopher Robinson,yes,1953.0,Non-Premium,Party,4066,4,4,3,3,1,3,1,1,3,2,5,3,4,1
13577,1,Ms. Jordan Pearson,yes,1977.0,Premium,Strategy,3694,1,1,1,1,5,5,5,3,3,4,4,5,5,5
13578,1,Mr. Christopher Jacobs,no,1978.0,Premium,Strategy,5145,4,4,4,3,3,4,3,3,5,4,4,4,5,3
13579,1,Ms. Stacie Cain,yes,1969.0,Non-Premium,Party,6891,4,4,4,4,5,5,3,4,4,4,4,3,4,2
13580,0,Mr. David Nichols,no,1982.0,Premium,Party,5396,1,3,1,3,3,1,3,3,2,5,3,3,4,3
